"","...1","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","trt1_name","trt1_details","trt2_name","trt2_details","trt2_group1","trt2_group2","crop_type","system_group1","system_group2","mgmt_intention","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"3458",3657,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, reduced tillage, crop residue added","NA","NA","US$/ha","tukey","mean",1,"4","6",374,2,"4","6",305,"NA","monocrop","maize;soybean","intercrop","maize;soybean",2,"Legume & Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",-18.45,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3459",3658,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, reduced tillage, no crop residue added","NA","NA","US$/ha","tukey","mean",0,"4","5",306,1,"4","6",292,"NA","monocrop","maize","monocrop","maize;soybean",1,"Legume;Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",-4.58,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3460",3659,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, reduced tillage, no crop residue added","NA","NA","US$/ha","tukey","mean",0,"4","5",306,2,"4","6",214,"NA","monocrop","maize","intercrop","maize;soybean",2,"Legume & Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",-30.07,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3461",3660,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, reduced tillage, no crop residue added","NA","NA","US$/ha","tukey","mean",1,"4","5",292,2,"4","6",214,"NA","monocrop","maize;soybean","intercrop","maize;soybean",2,"Legume & Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",-26.71,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3462",3661,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, reduced tillage, no crop residue added","NA","NA","US$/ha","tukey","mean",0,"4","5",247,1,"4","5",344,"NA","monocrop","maize","monocrop","maize;soybean",1,"Legume;Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",39.27,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3463",3662,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, reduced tillage, no crop residue added","NA","NA","US$/ha","tukey","mean",0,"4","5",247,2,"4","5",337,"NA","monocrop","maize","intercrop","maize;soybean",2,"Legume & Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",36.44,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3464",3663,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, reduced tillage, no crop residue added","NA","NA","US$/ha","tukey","mean",1,"4","5",344,2,"4","5",337,"NA","monocrop","maize;soybean","intercrop","maize;soybean",2,"Legume & Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",-2.03,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3465",3664,"Continuous cover",4040,"2002-2","1;2","1","Pests","Pest Natural Enemies","Natural Enemy Activity","mean number of eggs parasitised by natural enemies per plot","NA","NA","#","t-test","mean",0,"NA","NA",76.4192139737991,1,"NA","NA",26.2008733624454,"0.05","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",-65.71,"Pests | Pest Natural Enemies | Natural Enemy Activity ; Other Soil Properties | Biotic Factors | Natural Enemy Activity","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3466",3665,"Continuous cover",4040,"2002-2","1;2","2","Pests","Pest Natural Enemies","Natural Enemy Activity","mean number of eggs parasitised by natural enemies per plot","NA","NA","#","t-test","mean",0,"NA","NA",40.1746724890829,1,"NA","NA",16.593886462882,"0.05","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",-58.7,"Pests | Pest Natural Enemies | Natural Enemy Activity ; Other Soil Properties | Biotic Factors | Natural Enemy Activity","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3467",3666,"Continuous cover",4040,"2002-2","1;2","1","Pests","Pest Natural Enemies","Natural Enemy Activity","mean number of larval-pupal parasitised by natural enemies per plot","NA","NA","#","t-test","mean",0,"NA","NA",14.8471615720523,1,"NA","NA",13.1004366812226,"ns","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",-11.76,"Pests | Pest Natural Enemies | Natural Enemy Activity ; Other Soil Properties | Biotic Factors | Natural Enemy Activity","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3468",3667,"Continuous cover",4040,"2002-2","1;2","2","Pests","Pest Natural Enemies","Natural Enemy Activity","mean number of larval-pupal parasitised by natural enemies per plot","NA","NA","#","t-test","mean",0,"NA","NA",11.7903930131004,1,"NA","NA",8.29694323144102,"ns","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",-29.63,"Pests | Pest Natural Enemies | Natural Enemy Activity ; Other Soil Properties | Biotic Factors | Natural Enemy Activity","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3469",3668,"Continuous cover",4040,"2002-2","1;2","1","Pests","Pest Natural Enemies","Natural Enemy Activity","mean number of larval-pupal mortality due to parasitism by natural enemies per plot","NA","NA","#","t-test","mean",0,"NA","NA",4.80349344978165,1,"NA","NA",2.62008733624452,"ns","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",-45.45,"Pests | Pest Natural Enemies | Natural Enemy Activity ; Other Soil Properties | Biotic Factors | Natural Enemy Activity","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3470",3669,"Continuous cover",4040,"2002-2","1;2","2","Pests","Pest Natural Enemies","Natural Enemy Activity","mean number of larval-pupal mortality due to parasitism by natural enemies per plot","NA","NA","#","t-test","mean",0,"NA","NA",3.49344978165937,1,"NA","NA",1.74672489082967,"ns","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",-50,"Pests | Pest Natural Enemies | Natural Enemy Activity ; Other Soil Properties | Biotic Factors | Natural Enemy Activity","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3471",3670,"Continuous cover",4040,"2002-2","1;2","1","Pests","Pest Natural Enemies","Natural Enemy Activity","mean percent of eggs parasitised by natural enemies per plot","NA","NA","%","t-test","mean",0,"NA","NA",25.0561797752809,1,"NA","NA",21.3483146067415,"ns","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",-3.71,"Pests | Pest Natural Enemies | Natural Enemy Activity ; Other Soil Properties | Biotic Factors | Natural Enemy Activity","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3472",3671,"Continuous cover",4040,"2002-2","1;2","2","Pests","Pest Natural Enemies","Natural Enemy Activity","mean percent of eggs parasitised by natural enemies per plot","NA","NA","%","t-test","mean",0,"NA","NA",17.8651685393258,1,"NA","NA",20.6741573033707,"ns","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",2.81,"Pests | Pest Natural Enemies | Natural Enemy Activity ; Other Soil Properties | Biotic Factors | Natural Enemy Activity","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3473",3672,"Continuous cover",4040,"2002-2","1;2","1","Pests","Pest Natural Enemies","Natural Enemy Activity","mean percent of larval-pupal parasitised by natural enemies per plot","NA","NA","%","t-test","mean",0,"NA","NA",9.32584269662921,1,"NA","NA",18.6516853932584,"0.05","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",9.33,"Pests | Pest Natural Enemies | Natural Enemy Activity ; Other Soil Properties | Biotic Factors | Natural Enemy Activity","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3474",3673,"Continuous cover",4040,"2002-2","1;2","2","Pests","Pest Natural Enemies","Natural Enemy Activity","mean percent of larval-pupal parasitised by natural enemies per plot","NA","NA","%","t-test","mean",0,"NA","NA",10.3370786516853,1,"NA","NA",19.3258426966292,"0.05","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",8.99,"Pests | Pest Natural Enemies | Natural Enemy Activity ; Other Soil Properties | Biotic Factors | Natural Enemy Activity","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3475",3674,"Continuous cover",4040,"2002-2","1;2","1","Pests","Pest Natural Enemies","Natural Enemy Activity","mean percent of larval-pupal mortality due to parasitism by natural enemies per plot","NA","NA","%","t-test","mean",0,"NA","NA",9.55056179775281,1,"NA","NA",12.9213483146067,"ns","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",3.37,"Pests | Pest Natural Enemies | Natural Enemy Activity ; Other Soil Properties | Biotic Factors | Natural Enemy Activity","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3476",3675,"Continuous cover",4040,"2002-2","1;2","2","Pests","Pest Natural Enemies","Natural Enemy Activity","mean percent of larval-pupal mortality due to parasitism by natural enemies per plot","NA","NA","%","t-test","mean",0,"NA","NA",11.2359550561797,1,"NA","NA",15.2808988764044,"ns","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",4.04,"Pests | Pest Natural Enemies | Natural Enemy Activity ; Other Soil Properties | Biotic Factors | Natural Enemy Activity","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3477",3676,"Continuous cover",4040,"2002-2","1;2","1;2","Pests","Pest Natural Enemies","Natural Enemy","average number of entries by C. sesamie wasps into olfactometer arms of Desmodium leaves","NA","NA","#","t-test","mean",0,"NA","NA",16.863354037267,1,"NA","NA",14.3478260869565,"ns","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",-14.92,"Pests | Pest Natural Enemies | Natural Enemy ; Other Soil Properties | Biotic Factors | Natural Enemy","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3478",3677,"Continuous cover",4040,"2002-2","1;2","1;2","Pests","Pest Natural Enemies","Natural Enemy","average number of entries by C. sesamie wasps into olfactometer arms of Desmodium flowers","NA","NA","#","t-test","mean",0,"NA","NA",9.13043478260869,1,"NA","NA",24.223602484472,"0.05","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",165.31,"Pests | Pest Natural Enemies | Natural Enemy ; Other Soil Properties | Biotic Factors | Natural Enemy","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3479",3678,"Continuous cover",4040,"2002-2","1;2","1;2","Pests","Pest Natural Enemies","Natural Enemy","average time (mins) spent by C. sesamie wasps into olfactometer arms of Desmodium leaves","NA","NA","mins","t-test","mean",0,"NA","NA",2.61,1,"NA","NA",2.1975,"ns","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",-15.8,"Pests | Pest Natural Enemies | Natural Enemy ; Other Soil Properties | Biotic Factors | Natural Enemy","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3480",3679,"Continuous cover",4040,"2002-2","1;2","1;2","Pests","Pest Natural Enemies","Natural Enemy","average time (mins) spent by C. sesamie wasps into olfactometer arms of Desmodium leaves","NA","NA","mins","t-test","mean",0,"NA","NA",1.395,1,"NA","NA",3.2025,"0.05","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",129.57,"Pests | Pest Natural Enemies | Natural Enemy ; Other Soil Properties | Biotic Factors | Natural Enemy","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3481",3680,"Continuous cover",4040,"2002-2","1;2","1","Pests","Non-Predators & Pests","Invertebrates","mean abundance of Hypogastruridae Collembola per plot","NA","NA","#","t-test","mean",0,"NA","NA",13.7668918918918,1,"NA","NA",19.3412162162162,"ns","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Dependent on other factors","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",40.49,"Pests | Non-Predators & Pests | Invertebrates ; Other Soil Properties | Biotic Factors | Invertebrates","Dependent on other factors | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3482",3681,"Continuous cover",4040,"2002-2","1;2","1","Pests","Non-Predators & Pests","Invertebrates","mean abundance of Tomoceridae Collembola per plot","NA","NA","#","t-test","mean",0,"NA","NA",8.5304054054054,1,"NA","NA",7.85472972972972,"ns","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Dependent on other factors","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",-7.92,"Pests | Non-Predators & Pests | Invertebrates ; Other Soil Properties | Biotic Factors | Invertebrates","Dependent on other factors | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"3483",3682,"Continuous cover",4040,"2002-2","1;2","1","Pests","Non-Predators & Pests","Invertebrates","mean abundance of Entomobryidae Collembola per plot","NA","NA","#","t-test","mean",0,"NA","NA",8.69932432432432,1,"NA","NA",10.2195945945945,"ns","monocrop","maize","alley crop","maize;desmodium;napier",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Dependent on other factors","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",17.48,"Pests | Non-Predators & Pests | Invertebrates ; Other Soil Properties | Biotic Factors | Invertebrates","Dependent on other factors | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
