"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_trtspecifics","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","nutrient_groups","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Nutrient Management",3000,"2011-3","1;2;3","1","Crop Yields","Grain Quality","Corn Grain Weight & Moisture Content","maize grain moisture","168 kg N/ha","NA","NA","g/kg","LSD","mean","0","NA","NA",191,"1","NA","NA",196,"ns","0","timing_fall_preplant","Fall","fall applied, 168 kg N/ha","Spring","spring applied, 168 kg N/ha","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,2.62,"Crop Yields | Grain Quality | Corn Grain Weight & Moisture Content","Positive | assumed societal benefit"
"1393","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",8.6,"3","NA","NA",11.1,NA,NA,"split_plantV4_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,29.07,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1394","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",8.6,"4","NA","NA",8.6,NA,NA,"split_plantV4_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1395","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","2","NA","NA",8.6,"3","NA","NA",11.1,NA,NA,"split_plantV6_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,29.07,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1396","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","2","NA","NA",8.6,"4","NA","NA",8.6,NA,NA,"split_plantV6_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1397","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","3","NA","NA",11.1,"4","NA","NA",8.6,NA,NA,"split_plantV8_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-22.52,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1398","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",2.6,"1","NA","NA",2.6,NA,NA,"split_plantV2_plantV4","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1399","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",2.6,"2","NA","NA",4.3,NA,NA,"split_plantV2_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,65.38,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1400","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",2.6,"3","NA","NA",6,NA,NA,"split_plantV2_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,130.77,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1401","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",2.6,"4","NA","NA",25.7,NA,NA,"split_plantV2_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,888.46,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1402","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","1","NA","NA",2.6,"2","NA","NA",4.3,NA,NA,"split_plantV4_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,65.38,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1403","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","1","NA","NA",2.6,"3","NA","NA",6,NA,NA,"split_plantV4_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,130.77,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1404","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","1","NA","NA",2.6,"4","NA","NA",25.7,NA,NA,"split_plantV4_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,888.46,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1405","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","2","NA","NA",4.3,"3","NA","NA",6,NA,NA,"split_plantV6_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,39.53,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1406","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","2","NA","NA",4.3,"4","NA","NA",25.7,NA,NA,"split_plantV6_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,497.67,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1407","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","3","NA","NA",6,"4","NA","NA",25.7,NA,NA,"split_plantV8_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,328.33,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1408","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",4.3,"1","NA","NA",6,NA,NA,"split_plantV2_plantV4","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,39.53,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1409","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",4.3,"2","NA","NA",6,NA,NA,"split_plantV2_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,39.53,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1410","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",4.3,"3","NA","NA",10.3,NA,NA,"split_plantV2_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,139.53,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1411","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",4.3,"4","NA","NA",28.3,NA,NA,"split_plantV2_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,558.14,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1412","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",6,"2","NA","NA",6,NA,NA,"split_plantV4_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1413","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",6,"3","NA","NA",10.3,NA,NA,"split_plantV4_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,71.67,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1414","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",6,"4","NA","NA",28.3,NA,NA,"split_plantV4_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,371.67,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1415","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","2","NA","NA",6,"3","NA","NA",10.3,NA,NA,"split_plantV6_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,71.67,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1416","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at R1 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","2","NA","NA",6,"4","NA","NA",28.3,NA,NA,"split_plantV6_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,371.67,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
