"","...1","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_timeseries","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","tillage_1","tillage_2","trt_compare","crop_type","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1",1,"Tillage",6000,"2017-2","1",1,"Crop Yields","Yields","Maize","maize grain yield, long season, no manure, high fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",3.93,1,"NA","NA",5.89,"0.05","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",49.87,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1892",1880,"Tillage",6021,"2007-4","3",1,"Crop Yields","Yields","Maize","maize grain yield, short rains","No","NA","NA","Mg/ha","LSD","mean",1,"NA","NA",0.92,2,"NA","NA",1.41,"0.05","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",53.26,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1893",1881,"Tillage",6021,"2007-4","1",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea single species, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.57,1,"NA","NA",0.53,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",-7.02,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1894",1882,"Tillage",6021,"2007-4","1",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea single species, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.57,2,"NA","NA",0.41,"ns","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",-28.07,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1895",1883,"Tillage",6021,"2007-4","1",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea single species, short rains","No","NA","NA","Mg/ha","LSD","mean",1,"NA","NA",0.53,2,"NA","NA",0.41,"ns","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",-22.64,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1896",1884,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea single species, long rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.57,1,"NA","NA",0.51,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",-10.53,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1897",1885,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea single species, long rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.57,2,"NA","NA",0.65,"ns","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",14.04,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1898",1886,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea single species, long rains","No","NA","NA","Mg/ha","LSD","mean",1,"NA","NA",0.51,2,"NA","NA",0.65,"ns","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",27.45,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1899",1887,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea single species, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.42,1,"NA","NA",0.34,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",-19.05,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1900",1888,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea single species, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.42,2,"NA","NA",0.34,"ns","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",-19.05,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1901",1889,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea single species, short rains","No","NA","NA","Mg/ha","LSD","mean",1,"NA","NA",0.34,2,"NA","NA",0.34,"ns","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",0,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1902",1890,"Tillage",6021,"2007-4","3",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea single species, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.64,1,"NA","NA",0.49,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",-23.44,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1903",1891,"Tillage",6021,"2007-4","3",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea single species, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.64,2,"NA","NA",1.01,"0.05","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",57.81,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1904",1892,"Tillage",6021,"2007-4","3",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea single species, short rains","No","NA","NA","Mg/ha","LSD","mean",1,"NA","NA",0.49,2,"NA","NA",1.01,"0.05","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",106.12,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1905",1893,"Tillage",6021,"2007-4","1",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea-maize intercrop, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.15,1,"NA","NA",0.05,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Bean;Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-66.67,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1906",1894,"Tillage",6021,"2007-4","1",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea-maize intercrop, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.15,2,"NA","NA",0.07,"ns","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-53.33,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1907",1895,"Tillage",6021,"2007-4","1",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea-maize intercrop, short rains","No","NA","NA","Mg/ha","LSD","mean",1,"NA","NA",0.05,2,"NA","NA",0.07,"ns","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",40,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1908",1896,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea-maize intercrop, long rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.27,1,"NA","NA",0.26,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Bean;Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-3.7,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1909",1897,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea-maize intercrop, long rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.27,2,"NA","NA",0.4,"ns","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",48.15,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1910",1898,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea-maize intercrop, long rains","No","NA","NA","Mg/ha","LSD","mean",1,"NA","NA",0.26,2,"NA","NA",0.4,"ns","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",53.85,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1911",1899,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea-maize intercrop, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.14,1,"NA","NA",0.13,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Bean;Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-7.14,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1912",1900,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea-maize intercrop, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.14,2,"NA","NA",0.29,"0.05","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",107.14,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1913",1901,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea-maize intercrop, short rains","No","NA","NA","Mg/ha","LSD","mean",1,"NA","NA",0.13,2,"NA","NA",0.29,"0.05","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",123.08,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1914",1902,"Tillage",6021,"2007-4","3",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea-maize intercrop, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.19,1,"NA","NA",0.24,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Bean;Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",26.32,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1915",1903,"Tillage",6021,"2007-4","3",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea-maize intercrop, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.19,2,"NA","NA",0.59,"0.05","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",210.53,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1916",1904,"Tillage",6021,"2007-4","3",1,"Crop Yields","Yields","Cowpea","cowpea grain yield, cowpea-maize intercrop, short rains","No","NA","NA","Mg/ha","LSD","mean",1,"NA","NA",0.24,2,"NA","NA",0.59,"0.05","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",145.83,"Crop Yields | Yields | Cowpea","Positive | assumed societal benefit"
"1917",1905,"Tillage",6021,"2007-4","1",1,"Crop Yields","Water Use","Crop","crop grain water use efficiency, short rains","No","NA","NA","kg/m^3^","LSD","mean",0,"NA","NA",0.6,1,"NA","NA",0.62,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Bean;Cereal","Negative","assumed societal harm",NA,"NA","NA","NA",3.33,"Crop Yields | Water Use | Crop","Negative | assumed societal harm"
"1918",1906,"Tillage",6021,"2007-4","1",1,"Crop Yields","Water Use","Crop","crop grain water use efficiency, short rains","No","NA","NA","kg/m^3^","LSD","mean",0,"NA","NA",0.6,2,"NA","NA",0.59,"ns","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Negative","assumed societal harm",NA,"NA","NA","NA",-1.67,"Crop Yields | Water Use | Crop","Negative | assumed societal harm"
"1919",1907,"Tillage",6021,"2007-4","1",1,"Crop Yields","Water Use","Crop","crop grain water use efficiency, short rains","No","NA","NA","kg/m^3^","LSD","mean",1,"NA","NA",0.62,2,"NA","NA",0.59,"ns","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Negative","assumed societal harm",NA,"NA","NA","NA",-4.84,"Crop Yields | Water Use | Crop","Negative | assumed societal harm"
"1920",1908,"Tillage",6021,"2007-4","2",1,"Crop Yields","Water Use","Crop","crop grain water use efficiency, long rains","No","NA","NA","kg/m^3^","LSD","mean",0,"NA","NA",0.41,1,"NA","NA",0.35,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Bean;Cereal","Negative","assumed societal harm",NA,"NA","NA","NA",-14.63,"Crop Yields | Water Use | Crop","Negative | assumed societal harm"
"1921",1909,"Tillage",6021,"2007-4","2",1,"Crop Yields","Water Use","Crop","crop grain water use efficiency, long rains","No","NA","NA","kg/m^3^","LSD","mean",0,"NA","NA",0.41,2,"NA","NA",0.57,"ns","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Negative","assumed societal harm",NA,"NA","NA","NA",39.02,"Crop Yields | Water Use | Crop","Negative | assumed societal harm"
"1922",1910,"Tillage",6021,"2007-4","2",1,"Crop Yields","Water Use","Crop","crop grain water use efficiency, long rains","No","NA","NA","kg/m^3^","LSD","mean",1,"NA","NA",0.35,2,"NA","NA",0.57,"ns","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Negative","assumed societal harm",NA,"NA","NA","NA",62.86,"Crop Yields | Water Use | Crop","Negative | assumed societal harm"
"1923",1911,"Tillage",6021,"2007-4","2",1,"Crop Yields","Water Use","Crop","crop grain water use efficiency, short rains","No","NA","NA","kg/m^3^","LSD","mean",0,"NA","NA",0.18,1,"NA","NA",0.2,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Bean;Cereal","Negative","assumed societal harm",NA,"NA","NA","NA",11.11,"Crop Yields | Water Use | Crop","Negative | assumed societal harm"
"1924",1912,"Tillage",6021,"2007-4","2",1,"Crop Yields","Water Use","Crop","crop grain water use efficiency, short rains","No","NA","NA","kg/m^3^","LSD","mean",0,"NA","NA",0.18,2,"NA","NA",0.23,"ns","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Negative","assumed societal harm",NA,"NA","NA","NA",27.78,"Crop Yields | Water Use | Crop","Negative | assumed societal harm"
